trip_id,personal_mae,personal_rmse,personal_mbe,personal_stddev,personal_count,global_mae,global_rmse,global_mbe,global_stddev,global_count,segment_count,avg_gt_soc_delta,mae_improvement
f08c68e3-e5b5-5378-ae75-e146cfcc13b3,0.9289,1.3251,0.1794,1.4679,5.0,0.7048,1.0892,0.2691,1.1801,5.0,5.0,3.74,-0.2241
f1fc6b86-8e21-5120-93b0-5d49495c55fa,0.6119,0.697,-0.0151,0.7633,6.0,0.4315,0.5119,0.1094,0.5478,6.0,6.0,3.85,-0.1804
f4e0b6d8-539e-5606-b877-d38f8c1ae27e,0.8266,1.0966,0.0663,1.2639,4.0,0.645,0.8464,-0.1031,0.9701,4.0,4.0,4.7,-0.1816
f4e8baaa-81fd-55e7-a94d-0553eb7681e3,0.2601,0.2889,-0.0052,0.3164,6.0,0.5555,0.5947,-0.5555,0.2327,6.0,6.0,2.3,0.2954
f503a31e-1959-50b0-9f2a-0e6288840b47,0.6857,1.0044,-0.1199,1.0924,6.0,0.8034,1.1792,-0.8034,0.9457,6.0,6.0,2.2333,0.1177
f5309a87-7bf6-5f79-b5cf-a6b3ae3131b3,0.8537,1.0981,0.143,1.1639,8.0,0.8615,1.1569,0.3937,1.1629,8.0,8.0,3.95,0.0078
f5c4e91c-e84f-5909-a4b5-59c6359ce369,0.7823,0.9088,-0.0047,0.9955,6.0,0.5828,0.6772,-0.0096,0.7418,6.0,6.0,5.4833,-0.1996
f62147d7-5b51-5015-92b0-0be11a93ed0e,1.7736,2.1037,-0.2527,2.2878,6.0,1.6663,1.9741,-0.6283,2.0501,6.0,6.0,2.9833,-0.1073
f6733d5e-e0fc-57c8-90f6-4b8db02965af,1.4083,1.6296,0.0219,1.8815,4.0,1.2818,1.3455,-0.5865,1.3983,4.0,4.0,5.275,-0.1264
f716afe2-8514-5201-83bc-de7b468cfd76,0.3692,0.4461,0.0215,0.4764,8.0,0.4117,0.4501,-0.2192,0.4202,8.0,8.0,1.275,0.0425
f7fef532-41ed-5e0c-8fa3-d4b52e9bb3cf,0.541,0.606,-0.0654,0.6957,4.0,0.7681,0.8856,-0.7681,0.509,4.0,4.0,2.075,0.2271
f882df1c-f7ab-5737-b278-91818a83677e,1.0987,1.3121,-0.2894,1.4778,4.0,0.8818,1.1456,-0.4671,1.2078,4.0,4.0,2.65,-0.2169
f88a4441-820b-517e-95db-cdef4de3a1a6,0.6956,0.721,-0.0492,0.8306,4.0,0.4766,0.5053,-0.0658,0.5785,4.0,4.0,4.8,-0.219
f892b643-1dce-506c-9368-99c97579f2ad,0.508,0.6278,0.0378,0.6865,6.0,0.4001,0.5797,0.2063,0.5935,6.0,6.0,1.8,-0.1079
f9e37f09-95a8-5f40-ac06-3ee90faf6d39,1.0123,1.1903,0.153,1.363,4.0,0.937,0.9995,-0.3253,1.0913,4.0,4.0,3.8,-0.0752
fa7110ff-71ef-5714-9782-658f5f202e3d,0.7254,0.9238,0.027,1.0662,4.0,0.6523,0.6792,0.3235,0.6896,4.0,4.0,4.8,-0.0731
fa7697cf-f501-5cc1-9355-8ba49c3f6b4e,0.6694,0.7954,-0.0819,0.9136,4.0,0.8516,0.96,0.703,0.7549,4.0,4.0,6.75,0.1822
fa9d3fae-065a-54ee-857e-57f816d1871a,0.9105,0.9406,-0.1033,1.0795,4.0,0.6057,0.6647,0.2452,0.7134,4.0,4.0,3.25,-0.3049
fb2b8d78-55fb-5270-a50a-341ef3fc914c,0.5332,0.646,-0.1158,0.7105,5.0,0.5546,0.8268,-0.5218,0.717,5.0,5.0,3.24,0.0214
fc14fba4-0b28-5409-97bf-305a5370ee35,0.4309,0.5718,0.076,0.6544,4.0,0.6992,0.7957,-0.6538,0.5237,4.0,4.0,4.1,0.2683
fd278ba3-a27b-5803-ad29-ebca560fa37a,0.4817,0.6045,0.0836,0.6693,5.0,0.4415,0.5004,-0.1889,0.5181,5.0,5.0,2.64,-0.0403
fd6a244a-84c2-54fb-83a0-d19b9001198d,0.6739,0.7478,0.0157,0.8189,6.0,0.6222,0.6655,-0.101,0.7205,6.0,6.0,4.8167,-0.0516
ff2e3d4a-0e7a-5285-82bb-431b126115bf,0.4413,0.5835,-0.1256,0.6371,5.0,0.4457,0.6466,-0.4115,0.5575,5.0,5.0,5.54,0.0044
